202861,2.137,214,35
203077,9.433,214,35
203079,0.252,215,35
203663,41.988,0,0
203669,0.429,0,0
203683,3.224,0,0
203685,0.646,0,0
203699,0.229,192,29
203709,13.966,196,28
203711,0.002,196,28
203713,0.015,196,28
203715,8.501,197,28
203719,36.759,197,27
203725,32.626,198,28
203729,92.164,198,27
203743,49.637,201,27
203751,4.392,200,26
203757,40.191,200,26
204083,35.983,193,29
204087,51.651,195,29
204089,5.75,0,0
204091,45.819,0,0
204101,24.32,195,27
205633,0.185,216,32
205661,0.291,213,31
205663,1.678,214,31
205669,5.394,214,31
205673,29.829,214,30
205687,116.519,213,29
205713,7.922,213,31
205723,17.421,211,31
205897,0.554,211,29
205931,0.008,216,29
205965,8.167,211,28
206013,7.223,216,28
206023,12.833,210,28
206039,2.238,210,27
206041,1.62,210,28
206043,3.291,210,28
206045,0.489,211,28
206065,0.001,0,0
206067,0.002,216,28
206073,0.066,217,28
206083,4.942,215,28
206093,0.55,212,28
206105,35.06,214,28
206107,0.493,214,28
206109,0.003,216,28
206111,14.408,203,28
206127,0.003,216,27
206131,36.697,209,28
206135,0.019,211,27
206137,0.006,211,27
206139,1.759,203,28
206147,8.697,202,28
206159,2.415,208,27
206175,11.471,204,28
206189,0.005,216,27
206195,9.014,214,27
206199,1.591,215,27
206203,7.649,0,0
206211,0.015,210,27
206213,0.073,215,27
206215,0.052,215,27
206227,0.26,210,27
206237,2.989,212,27
206239,10.399,213,27
206251,2.255,213,27
206253,0.042,210,27
206257,0.002,215,27
206259,4.885,203,27
206263,0.046,213,27
206265,0.092,212,27
206271,0.027,212,27
206273,1.139,213,27
206277,0.643,207,27
206279,36.441,206,27
206281,0.369,209,27
206285,3.622,212,27
206287,0.021,210,27
206291,0.003,212,27
206297,0.036,215,27
206299,0.035,212,27
206301,0.016,215,27
206303,0.025,210,27
206307,0.946,207,27
206309,1.552,207,27
206311,0.014,209,27
206323,0.003,209,27
206327,0.008,209,27
206329,1.129,210,27
206331,0.104,209,27
206335,0.002,212,27
206337,7.734,208,26
206341,0.64,208,27
206351,2.491,204,27
206353,4.808,205,27
206355,0.498,207,27
206361,23.436,203,26
206363,5.492,204,27
206365,2.746,204,27
206367,6.77,205,27
206369,0.062,204,27
206371,0.003,215,27
206373,0.038,215,27
206375,32.447,206,26
206377,5.926,203,27
206379,0.025,215,27
206385,1.612,208,27
206393,17.628,205,26
206397,15.637,205,27
206399,7.551,202,27
206401,88.007,211,27
206405,0.009,214,26
206415,0.006,215,26
206421,0.133,214,26
206425,0.036,214,26
206431,21.952,202,27
206433,3.675,209,26
206445,0.001,204,26
206447,3.131,202,27
206451,3.394,205,26
206453,2.707,204,26
206463,0.057,204,26
206467,2.972,204,26
206471,0.004,213,26
206477,0.169,209,26
206479,0.297,213,26
206481,0.112,214,26
206487,2.815,204,26
206491,0.048,213,26
206495,0.004,214,26
206515,1.055,213,26
206519,0.202,213,26
206521,0.003,213,26
206527,16.592,207,26
206549,0.002,212,26
206553,0.001,212,26
206555,6.8,204,26
206561,0.251,213,26
206567,0.16,213,26
206571,1.595,208,26
206583,0.226,213,26
206585,2.687,205,26
206587,0.003,213,26
206593,0.012,213,26
206595,7.412,204,26
206599,0.007,213,26
206603,7.167,202,26
206605,0.011,212,26
206609,5.239,209,26
206611,0.01,213,26
206613,0.028,213,26
206617,0.006,214,26
206625,0.004,214,26
206627,0.003,214,26
206629,0.002,212,26
206631,0.043,212,26
206635,0.02,212,26
206637,0.043,214,26
206639,0.002,212,26
206647,1.144,208,26
206657,0.032,213,26
206661,0.032,213,26
206663,0.041,211,26
206671,0.005,211,26
206673,0.019,212,26
206683,0.015,212,26
206685,12.689,207,26
206689,0.022,213,26
206691,0.032,211,26
206695,0.024,211,26
206697,0.017,212,26
206701,0.008,211,26
206713,3.204,210,26
206723,0.297,210,26
206747,0.022,210,25
206761,0.004,210,25
206765,0.015,210,25
206791,0.004,210,25
206793,0.009,210,25
206795,0.112,210,25
206841,7.744,211,25
206857,0.593,211,25
206863,10.264,216,25
206869,0.152,211,25
206871,0.484,211,25
206873,77.604,209,25
206879,0.069,211,24
206881,0.891,211,25
206883,0.355,211,24
206887,2.313,217,24
206889,4.732,212,25
206891,3.42,217,25
206893,5.379,211,24
206895,0.244,217,24
206897,0.151,217,24
206899,0.046,216,24
206907,1.111,220,24
206919,4.989,212,24
206927,19.61,212,24
207013,4.942,213,31
207023,7.193,216,30
207103,24.751,213,27
207107,28.105,206,29
207111,7.547,207,27
207121,5.854,207,25
207143,0.029,217,24
207147,0.443,218,24
207149,0.001,216,32
207151,0.002,216,32
207153,0.035,216,32
207155,0.001,216,32
207157,0.028,216,32
207159,0.035,216,32
207161,2.756,216,32
207163,0.185,216,31
207165,24.242,215,31
207167,0.039,214,31
207169,0.046,214,31
207171,1.549,215,31
207173,4.981,214,31
207175,46.635,212,31
207177,46.807,215,30
207179,23.27,215,29
207181,13.161,216,29
207183,9.484,212,30
207185,35.003,215,29
207187,1.09,215,29
207189,0.042,215,29
207191,5.308,211,28
207193,10.05,215,28
207195,5.416,216,28
207197,0.551,216,28
207199,1.472,215,27
207201,1.316,215,27
207203,0.029,215,27
207205,1.591,215,27
207207,0.526,215,27
207209,0.428,215,27
207211,0.73,215,27
207213,1.633,215,27
207215,0.751,215,26
207217,0.396,215,26
207219,1.493,215,26
207221,0.176,214,26
207223,2.046,215,26
207225,1.65,214,27
207227,0.257,213,26
207229,1.259,214,26
207231,0.022,214,26
207233,0.64,213,26
207235,0.019,213,26
207237,0.789,214,26
207239,0.002,213,26
207241,0.044,213,26
207243,0.636,212,26
207245,0.618,213,26
207247,0.931,213,26
207249,0.414,212,26
207251,0.629,212,26
207253,0.81,214,26
207255,0.545,212,26
207257,0.509,213,26
207259,0.56,214,26
207261,0.649,212,26
207263,0.886,212,26
207265,0.309,214,26
207267,1.679,214,26
207269,0.744,213,26
207271,1.623,213,26
207275,0.098,211,26
207277,0.337,213,26
207279,0.971,212,26
207281,0.234,211,26
207283,0.095,211,26
